,Year,ACCIDENT_TYPE,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,ALCOHOL_RELATED,TOTAL_PERSONS,INJ_OR_FATAL,DRIVER,OLD_DRIVER,YOUNG_DRIVER
2873,2017,collision with some other object,Cross intersection,Other injury accident,Camping grounds or off road,No,1,1,0,0,0
2874,2017,collision with some other object,Cross intersection,Serious injury accident,50 km/hr,No,2,1,1,1,0
2875,2017,collision with some other object,Cross intersection,Serious injury accident,Not known,No,1,1,0,0,0
2876,2017,collision with some other object,Not at intersection,Fatal accident,100 km/hr,No,1,1,1,0,0
2877,2017,collision with some other object,Not at intersection,Other injury accident,100 km/hr,No,67,32,35,1,6
2878,2017,collision with some other object,Not at intersection,Other injury accident,110 km/hr,No,1,1,1,0,0
2879,2017,collision with some other object,Not at intersection,Other injury accident,50 km/hr,No,7,7,4,0,1
2880,2017,collision with some other object,Not at intersection,Other injury accident,60 km/hr,No,11,9,8,0,1
2881,2017,collision with some other object,Not at intersection,Other injury accident,70 km/hr,No,3,3,2,0,0
2882,2017,collision with some other object,Not at intersection,Other injury accident,70 km/hr,Yes,2,1,1,0,0
2883,2017,collision with some other object,Not at intersection,Other injury accident,80 km/hr,No,10,9,4,0,3
2884,2017,collision with some other object,Not at intersection,Other injury accident,80 km/hr,Yes,1,1,1,0,0
2885,2017,collision with some other object,Not at intersection,Other injury accident,Camping grounds or off road,No,5,5,1,0,1
2886,2017,collision with some other object,Not at intersection,Other injury accident,Not known,No,11,11,0,0,0
2887,2017,collision with some other object,Not at intersection,Serious injury accident,100 km/hr,No,14,11,7,0,2
2888,2017,collision with some other object,Not at intersection,Serious injury accident,40 km/hr,No,1,1,0,0,0
2889,2017,collision with some other object,Not at intersection,Serious injury accident,50 km/hr,No,3,2,1,0,0
2890,2017,collision with some other object,Not at intersection,Serious injury accident,60 km/hr,No,1,1,0,0,0
2891,2017,collision with some other object,Not at intersection,Serious injury accident,70 km/hr,No,1,1,0,0,0
2892,2017,collision with some other object,Not at intersection,Serious injury accident,80 km/hr,No,5,4,3,1,1
2893,2017,collision with some other object,Not at intersection,Serious injury accident,Camping grounds or off road,No,2,2,0,0,0
2894,2017,collision with some other object,Not at intersection,Serious injury accident,Not known,No,3,3,0,0,0
2895,2017,collision with some other object,T intersection,Other injury accident,100 km/hr,No,1,1,1,1,0
2896,2017,collision with some other object,T intersection,Other injury accident,50 km/hr,No,2,2,2,0,0
2897,2017,collision with some other object,T intersection,Other injury accident,Camping grounds or off road,No,2,2,0,0,0
2898,2017,collision with some other object,T intersection,Serious injury accident,Camping grounds or off road,No,1,1,0,0,0
2899,2017,collision with some other object,Unknown,Other injury accident,Camping grounds or off road,No,1,1,0,0,0
2900,2017,collision with some other object,Y intersection,Serious injury accident,100 km/hr,No,1,1,1,0,0
2901,2017,collision with some other object,Y intersection,Serious injury accident,Not known,No,1,1,0,0,0
2902,2018,Collision with a fixed object,Cross intersection,Fatal accident,50 km/hr,No,1,1,0,0,0
2903,2018,Collision with a fixed object,Cross intersection,Fatal accident,80 km/hr,No,7,7,5,1,1
2904,2018,Collision with a fixed object,Cross intersection,Other injury accident,100 km/hr,No,9,6,5,0,2
2905,2018,Collision with a fixed object,Cross intersection,Other injury accident,100 km/hr,Yes,1,1,1,0,0
2906,2018,Collision with a fixed object,Cross intersection,Other injury accident,40 km/hr,No,7,4,5,0,1
2907,2018,Collision with a fixed object,Cross intersection,Other injury accident,50 km/hr,No,18,14,12,1,4
2908,2018,Collision with a fixed object,Cross intersection,Other injury accident,50 km/hr,Yes,2,2,1,0,0
2909,2018,Collision with a fixed object,Cross intersection,Other injury accident,60 km/hr,No,38,28,28,1,8
2910,2018,Collision with a fixed object,Cross intersection,Other injury accident,60 km/hr,Yes,2,2,2,0,1
2911,2018,Collision with a fixed object,Cross intersection,Other injury accident,70 km/hr,No,4,3,3,0,0
2912,2018,Collision with a fixed object,Cross intersection,Other injury accident,80 km/hr,No,15,12,10,0,5
2913,2018,Collision with a fixed object,Cross intersection,Other injury accident,80 km/hr,Yes,1,1,1,0,1
2914,2018,Collision with a fixed object,Cross intersection,Other injury accident,Not known,No,4,3,2,0,0
2915,2018,Collision with a fixed object,Cross intersection,Serious injury accident,100 km/hr,No,7,5,3,0,1
2916,2018,Collision with a fixed object,Cross intersection,Serious injury accident,100 km/hr,Yes,8,8,4,0,2
2917,2018,Collision with a fixed object,Cross intersection,Serious injury accident,40 km/hr,Yes,1,1,1,0,1
2918,2018,Collision with a fixed object,Cross intersection,Serious injury accident,50 km/hr,No,8,7,6,1,3
2919,2018,Collision with a fixed object,Cross intersection,Serious injury accident,60 km/hr,No,12,11,7,2,3
2920,2018,Collision with a fixed object,Cross intersection,Serious injury accident,60 km/hr,Yes,3,3,2,0,0
2921,2018,Collision with a fixed object,Cross intersection,Serious injury accident,70 km/hr,No,3,2,2,0,1
2922,2018,Collision with a fixed object,Cross intersection,Serious injury accident,80 km/hr,No,17,14,5,1,1
2923,2018,Collision with a fixed object,Cross intersection,Serious injury accident,80 km/hr,Yes,1,1,1,0,0
2924,2018,Collision with a fixed object,Dead end,Other injury accident,50 km/hr,No,2,2,1,0,0
2925,2018,Collision with a fixed object,Dead end,Other injury accident,60 km/hr,Yes,3,2,1,0,1
2926,2018,Collision with a fixed object,Dead end,Other injury accident,80 km/hr,No,1,1,1,0,0
2927,2018,Collision with a fixed object,Dead end,Serious injury accident,100 km/hr,No,1,1,1,0,0
2928,2018,Collision with a fixed object,Multiple intersection,Fatal accident,50 km/hr,No,1,1,1,0,0
2929,2018,Collision with a fixed object,Multiple intersection,Other injury accident,50 km/hr,No,2,2,2,1,0
2930,2018,Collision with a fixed object,Multiple intersection,Other injury accident,60 km/hr,No,2,2,1,0,0
2931,2018,Collision with a fixed object,Multiple intersection,Other injury accident,70 km/hr,No,2,2,1,0,0
2932,2018,Collision with a fixed object,Multiple intersection,Other injury accident,80 km/hr,No,3,3,1,0,1
2933,2018,Collision with a fixed object,Multiple intersection,Serious injury accident,100 km/hr,No,4,4,4,0,3
2934,2018,Collision with a fixed object,Multiple intersection,Serious injury accident,100 km/hr,Yes,2,1,2,0,1
2935,2018,Collision with a fixed object,Multiple intersection,Serious injury accident,50 km/hr,No,3,2,2,1,0
2936,2018,Collision with a fixed object,Not at intersection,Fatal accident,100 km/hr,No,42,41,24,1,6
2937,2018,Collision with a fixed object,Not at intersection,Fatal accident,100 km/hr,Yes,1,1,1,0,0
2938,2018,Collision with a fixed object,Not at intersection,Fatal accident,110 km/hr,No,3,3,2,0,0
2939,2018,Collision with a fixed object,Not at intersection,Fatal accident,40 km/hr,No,1,1,1,1,0
2940,2018,Collision with a fixed object,Not at intersection,Fatal accident,50 km/hr,No,9,8,3,0,0
2941,2018,Collision with a fixed object,Not at intersection,Fatal accident,50 km/hr,Yes,2,1,2,0,1
2942,2018,Collision with a fixed object,Not at intersection,Fatal accident,60 km/hr,No,5,5,3,0,1
2943,2018,Collision with a fixed object,Not at intersection,Fatal accident,70 km/hr,No,1,1,1,0,1
2944,2018,Collision with a fixed object,Not at intersection,Fatal accident,80 km/hr,No,18,17,9,0,3
2945,2018,Collision with a fixed object,Not at intersection,Fatal accident,80 km/hr,Yes,4,4,1,0,0
2946,2018,Collision with a fixed object,Not at intersection,Fatal accident,Not known,No,1,1,1,0,0
2947,2018,Collision with a fixed object,Not at intersection,Other injury accident,100 km/hr,No,341,277,229,6,63
2948,2018,Collision with a fixed object,Not at intersection,Other injury accident,100 km/hr,Yes,18,16,18,0,6
2949,2018,Collision with a fixed object,Not at intersection,Other injury accident,110 km/hr,No,28,25,23,0,5
2950,2018,Collision with a fixed object,Not at intersection,Other injury accident,110 km/hr,Yes,1,1,1,0,0
2951,2018,Collision with a fixed object,Not at intersection,Other injury accident,30km/hr,No,1,1,1,1,0
2952,2018,Collision with a fixed object,Not at intersection,Other injury accident,40 km/hr,No,26,19,19,2,4
2953,2018,Collision with a fixed object,Not at intersection,Other injury accident,40 km/hr,Yes,1,1,1,0,1
2954,2018,Collision with a fixed object,Not at intersection,Other injury accident,50 km/hr,No,126,113,83,12,27
2955,2018,Collision with a fixed object,Not at intersection,Other injury accident,50 km/hr,Yes,15,15,12,0,4
2956,2018,Collision with a fixed object,Not at intersection,Other injury accident,60 km/hr,No,223,181,152,10,42
2957,2018,Collision with a fixed object,Not at intersection,Other injury accident,60 km/hr,Yes,18,17,15,0,4
2958,2018,Collision with a fixed object,Not at intersection,Other injury accident,70 km/hr,No,54,39,40,3,10
2959,2018,Collision with a fixed object,Not at intersection,Other injury accident,70 km/hr,Yes,3,3,3,0,2
2960,2018,Collision with a fixed object,Not at intersection,Other injury accident,75 km/hr,No,3,2,2,0,1
2961,2018,Collision with a fixed object,Not at intersection,Other injury accident,80 km/hr,No,218,171,139,7,51
2962,2018,Collision with a fixed object,Not at intersection,Other injury accident,80 km/hr,Yes,8,8,8,0,2
2963,2018,Collision with a fixed object,Not at intersection,Other injury accident,90 km/hr,No,5,5,3,0,1
2964,2018,Collision with a fixed object,Not at intersection,Other injury accident,Camping grounds or off road,No,7,6,3,0,1
2965,2018,Collision with a fixed object,Not at intersection,Other injury accident,Not known,No,37,29,16,3,6
2966,2018,Collision with a fixed object,Not at intersection,Other injury accident,Not known,Yes,3,3,3,0,0
2967,2018,Collision with a fixed object,Not at intersection,Other injury accident,Other speed limit,No,6,3,3,0,2
2968,2018,Collision with a fixed object,Not at intersection,Serious injury accident,100 km/hr,No,281,255,191,15,60
2969,2018,Collision with a fixed object,Not at intersection,Serious injury accident,100 km/hr,Yes,29,26,24,0,9
2970,2018,Collision with a fixed object,Not at intersection,Serious injury accident,110 km/hr,No,21,18,12,1,1
2971,2018,Collision with a fixed object,Not at intersection,Serious injury accident,110 km/hr,Yes,3,3,2,0,0
2972,2018,Collision with a fixed object,Not at intersection,Serious injury accident,40 km/hr,No,13,11,8,1,3
2973,2018,Collision with a fixed object,Not at intersection,Serious injury accident,40 km/hr,Yes,4,4,3,0,2
2974,2018,Collision with a fixed object,Not at intersection,Serious injury accident,50 km/hr,No,82,66,37,5,10
2975,2018,Collision with a fixed object,Not at intersection,Serious injury accident,50 km/hr,Yes,16,15,9,0,5
2976,2018,Collision with a fixed object,Not at intersection,Serious injury accident,60 km/hr,No,130,107,81,14,21
2977,2018,Collision with a fixed object,Not at intersection,Serious injury accident,60 km/hr,Yes,18,18,14,0,4
2978,2018,Collision with a fixed object,Not at intersection,Serious injury accident,70 km/hr,No,37,32,28,0,9
2979,2018,Collision with a fixed object,Not at intersection,Serious injury accident,70 km/hr,Yes,5,3,4,0,0
2980,2018,Collision with a fixed object,Not at intersection,Serious injury accident,80 km/hr,No,122,107,74,5,19
2981,2018,Collision with a fixed object,Not at intersection,Serious injury accident,80 km/hr,Yes,12,12,10,0,4
2982,2018,Collision with a fixed object,Not at intersection,Serious injury accident,90 km/hr,No,4,1,3,0,1
2983,2018,Collision with a fixed object,Not at intersection,Serious injury accident,Camping grounds or off road,No,9,8,2,1,0
2984,2018,Collision with a fixed object,Not at intersection,Serious injury accident,Not known,No,20,19,11,1,4
2985,2018,Collision with a fixed object,Not at intersection,Serious injury accident,Not known,Yes,1,1,1,0,0
2986,2018,Collision with a fixed object,Private property,Other injury accident,Camping grounds or off road,No,1,1,1,1,0
2987,2018,Collision with a fixed object,T intersection,Fatal accident,60 km/hr,Yes,4,4,1,0,0
2988,2018,Collision with a fixed object,T intersection,Fatal accident,Not known,No,1,1,0,0,0
2989,2018,Collision with a fixed object,T intersection,Other injury accident,100 km/hr,No,24,20,12,2,3
2990,2018,Collision with a fixed object,T intersection,Other injury accident,100 km/hr,Yes,1,1,1,0,0
2991,2018,Collision with a fixed object,T intersection,Other injury accident,40 km/hr,No,7,6,6,0,2
2992,2018,Collision with a fixed object,T intersection,Other injury accident,40 km/hr,Yes,2,2,2,0,0
2993,2018,Collision with a fixed object,T intersection,Other injury accident,50 km/hr,No,43,37,29,3,7
2994,2018,Collision with a fixed object,T intersection,Other injury accident,50 km/hr,Yes,6,6,5,0,2
2995,2018,Collision with a fixed object,T intersection,Other injury accident,60 km/hr,No,49,41,35,0,13
2996,2018,Collision with a fixed object,T intersection,Other injury accident,60 km/hr,Yes,6,6,6,0,3
2997,2018,Collision with a fixed object,T intersection,Other injury accident,70 km/hr,No,7,7,7,1,1
2998,2018,Collision with a fixed object,T intersection,Other injury accident,80 km/hr,No,31,26,24,1,6
2999,2018,Collision with a fixed object,T intersection,Other injury accident,80 km/hr,Yes,5,4,3,0,1
3000,2018,Collision with a fixed object,T intersection,Other injury accident,Camping grounds or off road,No,1,1,0,0,0
3001,2018,Collision with a fixed object,T intersection,Other injury accident,Camping grounds or off road,Yes,1,1,0,0,0
3002,2018,Collision with a fixed object,T intersection,Other injury accident,Not known,No,6,4,3,0,1
3003,2018,Collision with a fixed object,T intersection,Other injury accident,Other speed limit,No,1,1,1,1,0
3004,2018,Collision with a fixed object,T intersection,Serious injury accident,100 km/hr,No,22,20,15,3,3
3005,2018,Collision with a fixed object,T intersection,Serious injury accident,100 km/hr,Yes,1,1,1,0,1
3006,2018,Collision with a fixed object,T intersection,Serious injury accident,110 km/hr,No,1,1,1,0,0
3007,2018,Collision with a fixed object,T intersection,Serious injury accident,50 km/hr,No,24,20,16,1,2
3008,2018,Collision with a fixed object,T intersection,Serious injury accident,50 km/hr,Yes,7,6,3,0,1
3009,2018,Collision with a fixed object,T intersection,Serious injury accident,60 km/hr,No,40,36,28,3,8
3010,2018,Collision with a fixed object,T intersection,Serious injury accident,60 km/hr,Yes,10,6,3,0,2
3011,2018,Collision with a fixed object,T intersection,Serious injury accident,70 km/hr,No,2,2,2,1,0
3012,2018,Collision with a fixed object,T intersection,Serious injury accident,70 km/hr,Yes,1,1,1,0,1
3013,2018,Collision with a fixed object,T intersection,Serious injury accident,80 km/hr,No,6,6,5,0,1
3014,2018,Collision with a fixed object,T intersection,Serious injury accident,80 km/hr,Yes,1,1,1,0,0
3015,2018,Collision with a fixed object,Unknown,Other injury accident,60 km/hr,No,2,1,1,0,0
3016,2018,Collision with a fixed object,Unknown,Serious injury accident,100 km/hr,No,2,2,2,0,1
3017,2018,Collision with a fixed object,Unknown,Serious injury accident,40 km/hr,No,1,1,0,0,0
3018,2018,Collision with a fixed object,Unknown,Serious injury accident,60 km/hr,No,2,2,1,0,0
3019,2018,Collision with a fixed object,Y intersection,Other injury accident,100 km/hr,No,1,1,1,0,0
3020,2018,Collision with a fixed object,Y intersection,Other injury accident,80 km/hr,No,5,4,2,0,0
3021,2018,Collision with a fixed object,Y intersection,Serious injury accident,100 km/hr,No,1,1,1,0,1
3022,2018,Collision with a fixed object,Y intersection,Serious injury accident,60 km/hr,No,1,1,1,1,0
3023,2018,Collision with a fixed object,Y intersection,Serious injury accident,60 km/hr,Yes,1,1,1,0,0
3024,2018,Collision with a fixed object,Y intersection,Serious injury accident,80 km/hr,No,4,2,2,0,1
3025,2018,Collision with vehicle,Cross intersection,Fatal accident,100 km/hr,No,15,8,10,0,1
3026,2018,Collision with vehicle,Cross intersection,Fatal accident,60 km/hr,No,6,2,5,0,0
3027,2018,Collision with vehicle,Cross intersection,Fatal accident,60 km/hr,Yes,6,6,2,0,2
3028,2018,Collision with vehicle,Cross intersection,Fatal accident,70 km/hr,No,2,1,1,0,1
3029,2018,Collision with vehicle,Cross intersection,Fatal accident,80 km/hr,No,25,21,12,3,4
3030,2018,Collision with vehicle,Cross intersection,Fatal accident,80 km/hr,Yes,2,2,2,0,0
3031,2018,Collision with vehicle,Cross intersection,Fatal accident,Not known,No,3,2,2,0,1
3032,2018,Collision with vehicle,Cross intersection,Other injury accident,100 km/hr,No,166,89,99,3,22
3033,2018,Collision with vehicle,Cross intersection,Other injury accident,110 km/hr,No,2,1,2,0,0
3034,2018,Collision with vehicle,Cross intersection,Other injury accident,30km/hr,No,2,1,1,0,0
3035,2018,Collision with vehicle,Cross intersection,Other injury accident,40 km/hr,No,297,135,168,0,38
3036,2018,Collision with vehicle,Cross intersection,Other injury accident,50 km/hr,No,867,403,548,42,101
3037,2018,Collision with vehicle,Cross intersection,Other injury accident,50 km/hr,Yes,2,1,1,0,0
3038,2018,Collision with vehicle,Cross intersection,Other injury accident,60 km/hr,No,1879,878,1240,78,262
3039,2018,Collision with vehicle,Cross intersection,Other injury accident,60 km/hr,Yes,22,6,10,0,5
3040,2018,Collision with vehicle,Cross intersection,Other injury accident,70 km/hr,No,297,132,202,7,30
3041,2018,Collision with vehicle,Cross intersection,Other injury accident,80 km/hr,No,705,302,473,15,91
3042,2018,Collision with vehicle,Cross intersection,Other injury accident,80 km/hr,Yes,5,2,4,1,0
3043,2018,Collision with vehicle,Cross intersection,Other injury accident,Camping grounds or off road,No,2,1,1,0,0
3044,2018,Collision with vehicle,Cross intersection,Other injury accident,Not known,No,272,128,185,5,34
3045,2018,Collision with vehicle,Cross intersection,Serious injury accident,100 km/hr,No,105,64,75,6,18
3046,2018,Collision with vehicle,Cross intersection,Serious injury accident,100 km/hr,Yes,4,2,2,0,1
3047,2018,Collision with vehicle,Cross intersection,Serious injury accident,110 km/hr,No,11,7,6,0,2
3048,2018,Collision with vehicle,Cross intersection,Serious injury accident,30km/hr,No,2,1,2,0,0
3049,2018,Collision with vehicle,Cross intersection,Serious injury accident,40 km/hr,No,66,32,33,1,5
3050,2018,Collision with vehicle,Cross intersection,Serious injury accident,50 km/hr,No,177,93,100,8,16
3051,2018,Collision with vehicle,Cross intersection,Serious injury accident,50 km/hr,Yes,4,2,2,0,2
3052,2018,Collision with vehicle,Cross intersection,Serious injury accident,60 km/hr,No,430,209,252,16,38
3053,2018,Collision with vehicle,Cross intersection,Serious injury accident,60 km/hr,Yes,7,5,5,0,1
3054,2018,Collision with vehicle,Cross intersection,Serious injury accident,70 km/hr,No,88,42,47,3,11
3055,2018,Collision with vehicle,Cross intersection,Serious injury accident,70 km/hr,Yes,11,8,6,1,1
3056,2018,Collision with vehicle,Cross intersection,Serious injury accident,80 km/hr,No,255,132,165,14,36
3057,2018,Collision with vehicle,Cross intersection,Serious injury accident,80 km/hr,Yes,6,5,3,0,1
3058,2018,Collision with vehicle,Cross intersection,Serious injury accident,90 km/hr,No,2,1,1,0,0
3059,2018,Collision with vehicle,Cross intersection,Serious injury accident,Not known,No,18,6,11,0,3
3060,2018,Collision with vehicle,Dead end,Other injury accident,100 km/hr,No,4,1,2,0,0
3061,2018,Collision with vehicle,Dead end,Other injury accident,110 km/hr,No,3,3,2,0,0
3062,2018,Collision with vehicle,Dead end,Other injury accident,40 km/hr,No,5,2,2,0,0
3063,2018,Collision with vehicle,Dead end,Other injury accident,60 km/hr,No,8,4,4,0,2
3064,2018,Collision with vehicle,Dead end,Other injury accident,60 km/hr,Yes,1,1,1,0,0
3065,2018,Collision with vehicle,Dead end,Other injury accident,70 km/hr,No,6,2,5,0,1
3066,2018,Collision with vehicle,Multiple intersection,Fatal accident,50 km/hr,No,2,1,1,0,0
3067,2018,Collision with vehicle,Multiple intersection,Fatal accident,80 km/hr,No,3,3,2,0,0
3068,2018,Collision with vehicle,Multiple intersection,Other injury accident,100 km/hr,No,8,5,6,0,1
3069,2018,Collision with vehicle,Multiple intersection,Other injury accident,40 km/hr,No,20,6,9,0,3
3070,2018,Collision with vehicle,Multiple intersection,Other injury accident,50 km/hr,No,31,15,18,1,3
3071,2018,Collision with vehicle,Multiple intersection,Other injury accident,60 km/hr,No,154,66,108,2,18
3072,2018,Collision with vehicle,Multiple intersection,Other injury accident,70 km/hr,No,26,11,16,0,2
3073,2018,Collision with vehicle,Multiple intersection,Other injury accident,80 km/hr,No,75,32,56,3,15
3074,2018,Collision with vehicle,Multiple intersection,Other injury accident,Not known,No,25,13,17,0,3
3075,2018,Collision with vehicle,Multiple intersection,Serious injury accident,100 km/hr,No,4,4,2,0,0
3076,2018,Collision with vehicle,Multiple intersection,Serious injury accident,40 km/hr,No,2,1,1,0,0
3077,2018,Collision with vehicle,Multiple intersection,Serious injury accident,50 km/hr,No,16,6,10,0,0
3078,2018,Collision with vehicle,Multiple intersection,Serious injury accident,60 km/hr,No,30,19,20,1,4
3079,2018,Collision with vehicle,Multiple intersection,Serious injury accident,70 km/hr,No,10,6,7,1,3
3080,2018,Collision with vehicle,Multiple intersection,Serious injury accident,80 km/hr,No,31,16,22,2,4
3081,2018,Collision with vehicle,Not at intersection,Fatal accident,100 km/hr,No,85,59,43,3,5
3082,2018,Collision with vehicle,Not at intersection,Fatal accident,110 km/hr,No,4,3,3,0,0
3083,2018,Collision with vehicle,Not at intersection,Fatal accident,50 km/hr,No,12,5,3,0,3
3084,2018,Collision with vehicle,Not at intersection,Fatal accident,50 km/hr,Yes,1,1,1,1,0
3085,2018,Collision with vehicle,Not at intersection,Fatal accident,60 km/hr,No,26,17,15,0,3
3086,2018,Collision with vehicle,Not at intersection,Fatal accident,70 km/hr,No,4,2,4,1,0
3087,2018,Collision with vehicle,Not at intersection,Fatal accident,80 km/hr,No,28,9,17,0,3
3088,2018,Collision with vehicle,Not at intersection,Fatal accident,80 km/hr,Yes,10,5,3,0,0
3089,2018,Collision with vehicle,Not at intersection,Fatal accident,Not known,No,2,1,2,0,0
3090,2018,Collision with vehicle,Not at intersection,Other injury accident,100 km/hr,No,875,392,605,17,120
3091,2018,Collision with vehicle,Not at intersection,Other injury accident,100 km/hr,Yes,20,6,14,0,1
3092,2018,Collision with vehicle,Not at intersection,Other injury accident,110 km/hr,No,87,41,64,1,20
3093,2018,Collision with vehicle,Not at intersection,Other injury accident,30km/hr,No,16,5,10,0,2
3094,2018,Collision with vehicle,Not at intersection,Other injury accident,40 km/hr,No,545,246,307,8,42
3095,2018,Collision with vehicle,Not at intersection,Other injury accident,40 km/hr,Yes,9,5,6,0,0
3096,2018,Collision with vehicle,Not at intersection,Other injury accident,50 km/hr,No,705,357,455,30,81
3097,2018,Collision with vehicle,Not at intersection,Other injury accident,50 km/hr,Yes,25,21,18,0,6
3098,2018,Collision with vehicle,Not at intersection,Other injury accident,60 km/hr,No,2143,942,1482,55,290
3099,2018,Collision with vehicle,Not at intersection,Other injury accident,60 km/hr,Yes,36,21,25,0,1
3100,2018,Collision with vehicle,Not at intersection,Other injury accident,70 km/hr,No,491,214,358,12,79
3101,2018,Collision with vehicle,Not at intersection,Other injury accident,80 km/hr,No,1368,540,973,21,181
3102,2018,Collision with vehicle,Not at intersection,Other injury accident,80 km/hr,Yes,18,7,13,0,3
3103,2018,Collision with vehicle,Not at intersection,Other injury accident,90 km/hr,No,24,10,17,0,3
3104,2018,Collision with vehicle,Not at intersection,Other injury accident,Camping grounds or off road,No,28,13,13,2,2
3105,2018,Collision with vehicle,Not at intersection,Other injury accident,Not known,No,385,159,275,6,49
3106,2018,Collision with vehicle,Not at intersection,Other injury accident,Not known,Yes,2,1,2,0,1
3107,2018,Collision with vehicle,Not at intersection,Other injury accident,Other speed limit,No,10,7,6,2,0
3108,2018,Collision with vehicle,Not at intersection,Serious injury accident,100 km/hr,No,387,199,263,11,42
3109,2018,Collision with vehicle,Not at intersection,Serious injury accident,100 km/hr,Yes,10,6,8,0,3
3110,2018,Collision with vehicle,Not at intersection,Serious injury accident,110 km/hr,No,31,14,20,1,5
3111,2018,Collision with vehicle,Not at intersection,Serious injury accident,30km/hr,No,2,1,1,0,0
3112,2018,Collision with vehicle,Not at intersection,Serious injury accident,40 km/hr,No,80,38,41,3,6
3113,2018,Collision with vehicle,Not at intersection,Serious injury accident,40 km/hr,Yes,4,3,2,0,1
3114,2018,Collision with vehicle,Not at intersection,Serious injury accident,50 km/hr,No,196,111,118,13,19
3115,2018,Collision with vehicle,Not at intersection,Serious injury accident,50 km/hr,Yes,15,13,8,0,2
3116,2018,Collision with vehicle,Not at intersection,Serious injury accident,60 km/hr,No,380,211,245,13,54
3117,2018,Collision with vehicle,Not at intersection,Serious injury accident,60 km/hr,Yes,27,14,14,0,2
3118,2018,Collision with vehicle,Not at intersection,Serious injury accident,70 km/hr,No,133,66,95,8,18
3119,2018,Collision with vehicle,Not at intersection,Serious injury accident,70 km/hr,Yes,11,11,4,0,2
3120,2018,Collision with vehicle,Not at intersection,Serious injury accident,80 km/hr,No,426,203,278,11,39
3121,2018,Collision with vehicle,Not at intersection,Serious injury accident,80 km/hr,Yes,16,8,11,0,3
3122,2018,Collision with vehicle,Not at intersection,Serious injury accident,90 km/hr,No,23,14,18,1,4
3123,2018,Collision with vehicle,Not at intersection,Serious injury accident,Camping grounds or off road,No,8,3,2,0,1
3124,2018,Collision with vehicle,Not at intersection,Serious injury accident,Not known,No,25,13,14,1,1
3125,2018,Collision with vehicle,Not at intersection,Serious injury accident,Not known,Yes,1,1,1,0,1
3126,2018,Collision with vehicle,Road closure,Serious injury accident,100 km/hr,No,2,1,1,0,0
3127,2018,Collision with vehicle,T intersection,Fatal accident,100 km/hr,No,7,7,6,2,1
3128,2018,Collision with vehicle,T intersection,Fatal accident,100 km/hr,Yes,3,1,1,0,1
3129,2018,Collision with vehicle,T intersection,Fatal accident,40 km/hr,No,3,2,2,0,0
3130,2018,Collision with vehicle,T intersection,Fatal accident,50 km/hr,No,2,1,2,1,0
3131,2018,Collision with vehicle,T intersection,Fatal accident,60 km/hr,No,8,7,6,1,1
3132,2018,Collision with vehicle,T intersection,Fatal accident,70 km/hr,No,2,1,1,0,0
3133,2018,Collision with vehicle,T intersection,Fatal accident,80 km/hr,No,7,5,4,1,0
3134,2018,Collision with vehicle,T intersection,Other injury accident,100 km/hr,No,144,78,97,6,11
3135,2018,Collision with vehicle,T intersection,Other injury accident,100 km/hr,Yes,3,3,2,0,0
3136,2018,Collision with vehicle,T intersection,Other injury accident,30km/hr,No,7,4,4,0,2
3137,2018,Collision with vehicle,T intersection,Other injury accident,40 km/hr,No,235,108,131,6,17
3138,2018,Collision with vehicle,T intersection,Other injury accident,40 km/hr,Yes,2,1,1,0,0
3139,2018,Collision with vehicle,T intersection,Other injury accident,50 km/hr,No,536,243,332,13,61
3140,2018,Collision with vehicle,T intersection,Other injury accident,50 km/hr,Yes,1,1,1,0,0
3141,2018,Collision with vehicle,T intersection,Other injury accident,60 km/hr,No,1827,844,1209,67,233
3142,2018,Collision with vehicle,T intersection,Other injury accident,60 km/hr,Yes,16,9,11,0,2
3143,2018,Collision with vehicle,T intersection,Other injury accident,70 km/hr,No,347,162,239,6,46
3144,2018,Collision with vehicle,T intersection,Other injury accident,80 km/hr,No,663,318,459,19,82
3145,2018,Collision with vehicle,T intersection,Other injury accident,80 km/hr,Yes,13,6,11,0,0
3146,2018,Collision with vehicle,T intersection,Other injury accident,90 km/hr,No,2,1,2,0,0
3147,2018,Collision with vehicle,T intersection,Other injury accident,Not known,No,201,98,139,6,26
3148,2018,Collision with vehicle,T intersection,Other injury accident,Other speed limit,No,7,3,4,0,0
3149,2018,Collision with vehicle,T intersection,Serious injury accident,100 km/hr,No,118,72,59,7,10
3150,2018,Collision with vehicle,T intersection,Serious injury accident,40 km/hr,No,43,21,20,5,2
3151,2018,Collision with vehicle,T intersection,Serious injury accident,50 km/hr,No,103,53,52,5,14
3152,2018,Collision with vehicle,T intersection,Serious injury accident,50 km/hr,Yes,4,2,3,0,0
3153,2018,Collision with vehicle,T intersection,Serious injury accident,60 km/hr,No,459,228,265,24,48
3154,2018,Collision with vehicle,T intersection,Serious injury accident,60 km/hr,Yes,5,5,3,0,1
3155,2018,Collision with vehicle,T intersection,Serious injury accident,70 km/hr,No,77,38,48,3,9
3156,2018,Collision with vehicle,T intersection,Serious injury accident,70 km/hr,Yes,5,4,4,0,2
3157,2018,Collision with vehicle,T intersection,Serious injury accident,80 km/hr,No,166,93,108,5,25
